MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
10.86,10,8.85,4.03,3258,8.58,27.01,79.91,21.61
12.68,18,2.09,4.22,1687,1.76,20.06,82.85,84.11
4.41,31,6.33,3.41,4854,4.36,17.38,81.97,94.52
12.93,14,3.51,2.84,3885,5.29,18.62,92.41,62.45
13.19,9,3.73,4.0,3383,6.1,20.32,72.77,51.64
12.0,44,5.83,4.88,4717,2.98,11.54,86.69,24.99
11.22,49,6.36,2.43,2518,2.64,18.74,72.13,27.18
12.86,43,1.26,3.96,4078,4.73,16.41,78.18,98.8
14.67,48,8.75,1.17,1571,7.43,15.48,90.99,34.15
4.84,37,7.11,1.89,2893,5.51,11.64,74.66,17.25
10.65,48,3.61,3.81,3129,4.55,21.72,70.53,29.33
10.67,2,7.88,2.6,2413,3.01,16.8,73.44,22.56
12.62,43,4.83,1.31,611,5.27,22.9,70.42,63.34
8.96,7,9.3,1.79,2165,4.03,11.04,83.73,59.64
7.63,39,8.21,1.23,3583,4.32,28.52,69.88,26.84
4.46,20,8.29,1.37,2140,9.65,34.85,82.27,30.92
3.1,41,6.56,1.23,390,6.34,16.49,80.62,13.11
12.75,24,8.82,2.5,1849,5.53,8.99,84.74,89.88
13.19,41,7.35,2.72,189,6.02,18.29,73.76,17.85
7.16,46,7.49,3.2,3025,7.7,14.94,83.68,69.27
8.75,17,4.03,1.67,3760,8.18,17.6,94.07,50.82
11.26,21,7.18,2.03,3959,4.69,20.37,96.34,13.04
2.51,9,9.93,1.87,3715,2.51,10.4,72.57,47.91
13.33,47,5.84,3.95,3076,9.14,35.92,77.91,71.09
8.11,36,4.08,2.52,2588,3.89,32.28,75.04,90.69
14.99,11,1.61,4.84,1746,2.99,8.44,68.72,69.65
10.86,29,9.31,3.67,209,8.59,25.95,82.38,14.21
8.45,16,9.83,1.61,572,7.07,22.93,71.18,81.12
6.29,30,1.8,3.46,2997,5.72,25.45,91.57,32.66
2.97,43,2.19,4.63,2125,7.17,27.8,94.25,88.17
7.65,41,8.5,3.11,356,1.81,17.25,69.73,68.47
9.09,47,5.11,4.26,3638,9.67,35.61,83.1,68.66
7.4,25,3.73,1.6,3924,1.7,36.0,72.67,61.25
5.39,41,4.18,1.18,2967,7.59,20.09,70.62,90.98
5.33,37,6.35,4.76,3122,7.83,9.41,94.82,57.35
8.56,49,5.4,3.31,2577,4.8,19.02,91.39,25.66
11.66,15,4.34,4.76,3737,6.18,14.77,86.53,29.2
6.08,21,1.82,2.27,4218,4.47,28.81,75.38,72.68
4.56,29,2.05,3.67,1688,9.29,25.0,81.01,28.68
14.76,28,3.56,1.22,344,9.39,36.24,92.73,88.69
7.57,16,2.83,3.84,541,2.17,9.42,81.16,14.87
6.52,36,1.44,2.78,3855,9.85,15.81,81.35,17.54
3.47,19,4.42,4.97,2050,2.26,25.65,77.58,92.9
5.45,25,5.68,2.37,1856,3.38,30.57,91.38,20.13
5.15,28,5.44,4.56,3107,9.08,17.34,90.18,77.24
2.59,45,3.62,3.55,3922,6.91,34.73,94.23,77.77
4.09,3,3.87,2.72,4128,5.24,26.4,73.98,56.27
4.32,41,9.73,1.14,527,8.46,10.64,94.14,19.0
6.56,40,7.5,2.76,1305,3.9,25.43,73.35,94.66
9.01,5,9.3,4.86,1581,4.12,22.28,84.21,24.7
10.34,6,5.19,1.83,715,5.46,27.79,85.95,79.94
5.49,23,5.82,4.82,3359,8.29,19.97,87.4,86.44
10.57,33,6.24,3.85,3589,8.27,24.45,87.55,91.72
3.13,21,6.55,4.08,3030,1.62,9.12,89.03,82.38
11.48,5,4.98,2.04,1002,3.06,21.19,75.73,96.33
2.69,25,3.52,1.99,1895,8.7,9.49,68.06,79.94
5.0,42,1.05,3.21,3823,9.33,26.66,89.9,94.24
3.31,25,5.85,4.72,2681,9.1,13.89,76.44,45.57
7.8,28,3.9,2.67,4571,7.52,36.72,83.14,73.18
4.23,14,1.78,3.78,4788,4.85,15.82,93.54,42.42
8.79,36,9.84,3.37,2706,2.8,35.48,73.39,82.97
3.51,34,9.84,1.12,3271,6.38,32.36,92.94,20.44
8.29,28,5.67,4.66,1150,3.78,14.73,83.84,97.79
8.59,42,4.65,2.51,4006,8.14,10.14,85.23,36.53
4.52,8,6.41,4.43,2855,1.79,29.28,68.32,99.25
10.05,20,3.65,3.12,976,4.84,16.89,77.88,48.04
14.0,23,9.51,2.27,3196,4.56,29.05,78.96,53.31
5.49,10,9.08,4.72,1171,4.59,26.52,78.41,70.32
12.12,43,5.63,1.08,4134,2.38,10.76,73.6,66.97
13.31,10,9.07,1.94,2611,1.32,25.08,73.41,25.36
3.75,42,1.09,1.57,4101,9.71,35.12,91.78,99.15
7.1,32,6.78,1.26,4767,9.22,27.99,69.08,85.02
10.36,23,7.31,4.96,4776,9.65,13.98,76.48,10.55
5.82,20,2.29,2.78,4964,1.5,11.85,96.37,74.2
9.68,31,4.86,1.8,4912,4.96,17.96,75.15,49.2
11.4,35,4.64,1.83,975,6.07,13.78,74.92,31.91
3.55,45,1.51,2.3,3022,4.45,23.98,93.21,16.33
2.17,9,4.56,3.55,184,2.28,11.99,95.44,77.17
13.37,25,9.91,2.47,3434,2.16,30.91,72.92,40.61
14.4,41,9.12,1.74,4805,4.23,24.22,74.31,45.61
6.53,36,6.36,2.98,979,7.36,13.31,69.85,23.08
13.47,28,3.1,2.7,4942,2.31,33.35,96.89,24.81
12.41,43,1.98,2.01,2554,1.66,29.47,74.22,96.17
14.13,14,3.72,3.95,3489,3.33,9.65,68.61,88.47
10.49,1,3.95,2.88,3852,8.4,9.53,79.19,87.67
2.43,31,2.47,4.8,2023,3.84,32.28,80.71,51.37
5.18,7,1.1,1.69,1637,8.15,13.28,85.12,85.19
10.93,35,3.49,4.56,3247,5.24,10.13,88.04,69.42
4.39,8,7.06,3.11,2165,6.41,25.25,93.26,57.02
8.5,47,9.79,4.1,2752,2.22,24.95,70.98,14.02
5.08,11,6.11,1.17,2720,8.86,36.41,78.59,19.42
3.83,33,8.63,4.73,1290,3.87,15.38,85.98,55.97
6.46,35,7.38,2.62,4017,4.25,11.75,84.59,86.23
7.19,9,7.06,1.82,3703,2.41,11.31,71.74,98.81
2.68,2,5.34,3.35,934,8.75,33.9,73.2,21.11
4.17,40,8.15,2.87,1071,1.81,13.83,71.52,68.54
7.71,3,6.37,3.01,2741,1.96,22.76,72.05,78.38
11.17,37,8.67,4.61,2668,5.12,8.08,77.25,69.82
11.83,7,5.13,2.68,2440,4.65,19.95,71.93,13.44
14.27,5,6.51,4.15,4841,9.83,15.26,73.15,12.99
11.02,17,3.11,3.48,3169,4.56,35.16,75.2,87.64
14.47,3,1.34,1.32,2788,3.05,14.89,95.06,99.99
3.38,29,4.61,4.22,428,9.89,21.07,71.12,70.23
14.88,3,3.36,4.96,1523,4.04,16.03,77.11,75.86
4.27,6,1.61,4.98,3276,4.68,17.02,91.21,90.12
5.71,3,2.55,1.99,502,3.39,13.58,90.06,84.96
3.58,25,7.03,1.98,4476,1.18,32.98,90.0,75.4
4.29,32,9.11,3.63,1593,5.74,31.29,93.83,16.83
9.16,23,3.39,1.72,3518,4.18,29.01,82.69,43.02
14.28,39,2.89,3.68,947,7.24,27.16,79.07,99.51
9.43,38,9.12,1.72,1436,2.41,31.17,91.75,41.52
10.15,44,2.5,3.4,1642,8.29,19.92,83.88,40.99
13.46,1,9.66,1.32,3040,1.02,10.18,90.88,99.93
11.67,23,1.6,2.11,3267,1.04,15.36,89.75,13.82
8.97,12,8.46,4.6,364,6.06,22.27,70.14,82.1
9.17,15,5.47,3.55,2653,6.15,22.68,86.38,27.78
14.59,3,4.87,3.31,2133,5.26,32.33,85.11,80.35
14.14,46,4.51,2.9,1147,8.33,14.82,81.74,99.09
7.73,8,4.65,1.76,4081,9.9,23.47,81.59,86.49
14.58,29,6.19,3.43,3383,2.8,30.25,84.31,99.37
5.45,29,2.29,1.7,571,4.36,18.83,74.3,18.48
5.95,1,9.75,3.98,2758,7.95,25.55,96.49,21.5
3.35,29,8.17,4.37,4314,1.45,29.99,91.8,64.44
5.05,23,5.54,1.61,2023,7.99,21.88,68.37,36.49
4.41,27,1.63,4.02,1983,2.35,30.56,77.43,89.37
6.82,28,9.29,2.09,866,4.09,29.96,68.56,20.27
8.05,9,4.39,2.15,2755,1.54,12.46,80.76,61.9
14.6,13,5.71,2.09,1210,9.32,28.84,73.9,24.13
12.95,3,3.82,1.17,1437,5.3,11.57,77.1,11.82
14.84,30,8.84,1.49,972,6.24,31.76,87.54,10.13
3.38,41,7.55,2.56,3796,1.03,36.49,87.77,94.53
5.47,46,2.36,4.48,4096,1.49,33.15,93.82,33.04
4.46,18,1.96,2.48,1958,6.95,10.58,84.71,90.98
13.42,48,6.1,4.58,1568,1.09,27.15,76.76,72.93
3.86,20,3.08,3.54,2684,5.87,36.54,79.81,80.98
11.61,33,6.67,1.27,2396,1.92,8.92,76.0,32.47
4.03,12,4.17,3.28,1776,5.54,16.13,77.84,11.8
4.41,1,1.05,4.05,706,2.68,20.73,87.29,13.81
8.22,37,7.2,2.89,2874,8.74,10.6,90.46,79.96
2.32,46,4.08,2.58,3764,5.7,17.52,83.08,26.51
13.13,31,3.28,3.05,3057,2.9,27.92,70.97,11.92
10.28,14,8.7,3.53,3581,6.75,21.89,75.99,22.3
8.0,16,1.26,1.65,4692,6.38,11.25,72.32,70.07
12.29,36,3.19,4.35,1565,3.69,8.73,93.11,70.32
9.7,37,3.62,1.76,4366,3.58,10.92,77.98,27.47
8.27,4,2.38,4.98,1433,9.86,27.61,96.06,19.51
6.46,44,9.85,2.3,1238,6.26,14.86,73.35,62.46
8.09,47,2.99,2.88,1105,9.92,30.12,94.99,66.09
8.38,8,4.37,3.97,4781,8.67,21.2,92.76,49.6
10.53,23,8.22,2.49,1289,8.96,28.16,77.72,83.79
5.5,34,4.15,3.83,3683,2.18,23.89,84.12,87.16
13.68,5,1.42,4.22,470,3.19,17.41,86.11,79.57
2.28,23,5.47,3.7,3375,2.44,36.57,68.02,27.06
7.6,11,7.19,4.23,1465,2.73,11.2,72.34,74.94
8.65,8,6.55,2.54,4391,5.57,20.78,74.96,13.34
8.82,45,3.84,1.65,2987,4.98,13.2,91.9,25.36
11.55,1,4.78,3.46,3684,7.5,20.24,70.16,71.49
10.22,6,2.01,2.48,877,4.1,28.01,80.08,31.55
5.51,27,8.93,4.94,1594,5.12,20.17,87.19,95.1
13.54,23,4.69,2.27,4109,2.01,26.26,96.09,45.66
6.07,17,8.27,3.9,4660,2.4,9.93,90.85,94.7
13.36,6,5.2,1.1,2997,5.2,20.7,89.81,73.83
7.49,38,9.76,1.66,2159,5.61,21.27,75.47,29.43
4.0,7,2.17,3.04,2636,1.74,19.16,82.3,21.44
6.83,17,1.72,1.49,2124,2.06,9.41,83.3,32.82
6.42,33,1.22,1.24,4432,8.89,18.0,69.63,20.51
8.4,10,4.14,3.28,4019,8.46,24.48,92.22,59.17
10.68,12,4.56,4.99,361,1.01,8.39,79.32,19.96
4.62,9,7.32,3.45,1019,9.86,11.98,91.31,35.31
12.74,2,7.96,3.1,311,1.54,21.06,84.97,42.04
11.42,26,3.75,4.33,3962,6.76,9.0,84.96,87.32
2.43,5,8.93,2.47,2047,1.97,10.09,93.58,91.8
4.74,34,6.29,1.23,4844,3.52,27.57,71.96,17.66
4.96,15,2.34,4.5,638,9.52,13.16,91.51,95.63
14.24,28,7.1,3.74,473,9.57,19.61,73.64,57.79
9.88,25,7.05,3.18,2322,3.63,31.74,74.73,71.35
9.03,28,6.43,1.39,648,6.3,35.5,83.98,44.5
4.48,9,1.09,4.39,2692,7.54,17.55,84.23,40.97
4.3,18,5.74,2.85,576,2.87,35.69,68.21,52.0
7.4,10,5.37,2.75,3504,1.63,19.87,92.05,17.95
3.11,31,5.64,3.97,3170,2.66,9.74,96.15,85.42
5.43,28,7.1,2.5,1589,2.8,35.19,73.43,52.53
7.04,25,8.64,4.54,3591,6.97,23.61,86.02,53.29
6.73,10,6.96,1.67,2454,7.29,24.74,79.43,83.85
2.84,34,5.2,2.76,117,7.87,25.46,72.66,67.85
3.64,48,7.06,4.8,2507,1.4,13.44,96.84,62.29
2.08,33,8.32,3.74,2254,7.93,18.45,89.49,35.68
3.36,23,8.26,1.15,2662,1.94,11.28,81.39,62.23
12.53,26,2.76,3.54,4643,1.31,28.18,70.76,58.14
8.77,38,6.27,1.99,3573,4.94,17.37,92.04,62.22
13.8,19,1.63,3.27,4256,8.34,31.57,87.98,21.97
2.94,15,8.23,2.79,3604,9.18,20.19,84.94,14.39
6.94,1,7.37,1.71,3228,9.96,30.38,70.37,68.75
13.12,40,1.46,2.93,654,1.36,23.73,74.61,59.96
4.56,41,7.5,3.41,2732,4.63,13.03,76.3,53.89
4.49,10,1.03,2.48,2709,7.81,16.34,87.27,80.69
10.74,3,5.5,3.94,133,3.97,22.98,87.6,36.45
10.98,9,2.19,3.23,4826,3.46,22.42,78.39,16.32
8.19,20,9.19,1.83,3048,2.98,20.55,94.91,13.16
7.86,44,8.71,4.33,873,2.98,31.24,71.96,27.9
14.89,33,7.33,2.9,1643,2.95,18.67,94.96,88.19
9.22,9,6.1,2.57,2177,6.11,9.98,90.85,83.06
14.03,5,4.69,3.18,2548,5.94,18.12,92.24,14.01
9.03,22,5.49,4.54,4913,9.08,8.14,95.26,76.03
5.81,42,6.13,2.62,3680,4.42,14.96,94.43,69.05
11.13,18,8.03,2.53,2830,8.5,33.62,92.85,70.48
13.86,22,7.18,2.57,851,7.89,28.11,94.28,71.09
9.14,8,1.41,2.31,4782,8.76,29.13,74.88,25.11
4.41,47,7.79,4.35,1840,7.69,20.67,84.02,65.09
7.01,19,9.68,4.69,2834,3.87,35.14,69.46,69.92
14.74,15,4.26,2.65,4938,2.6,34.68,89.95,81.01
11.74,20,2.04,3.55,4496,1.14,34.79,69.53,53.0
12.7,8,8.56,2.86,493,9.1,33.85,95.21,92.0
11.12,19,6.38,1.97,1399,1.98,10.55,94.47,89.04
7.97,40,1.12,1.03,568,1.29,13.35,72.2,32.24
4.28,14,6.93,1.09,4598,1.15,20.03,92.47,55.41
8.08,20,8.46,1.01,3155,6.64,27.92,74.68,66.79
6.42,4,8.84,2.15,4808,8.82,18.62,86.03,15.83
3.85,5,8.76,4.05,147,2.79,11.64,69.97,64.98
5.23,47,3.87,3.79,917,9.96,30.59,89.39,91.74
10.86,20,9.17,4.93,3994,7.41,34.54,89.42,39.85
7.24,26,7.34,4.13,2997,9.53,15.11,68.4,84.58
13.58,34,6.53,1.87,3699,4.27,20.24,95.59,47.21
2.18,41,3.97,2.69,2164,1.43,14.57,89.68,88.04
2.44,43,8.35,2.8,1262,6.83,22.77,88.19,79.03
4.98,44,1.17,2.78,548,9.4,27.47,88.44,75.67
2.28,38,2.12,4.12,2330,1.92,21.06,81.82,41.58
8.84,14,6.37,4.97,4922,8.89,26.86,94.53,63.14
10.87,36,8.22,4.18,2030,6.43,33.59,83.74,74.84
12.57,47,9.16,4.37,2971,9.7,29.37,77.94,94.63
9.37,41,9.64,1.25,4382,6.91,34.28,87.02,39.64
13.44,27,2.09,4.23,2866,5.2,30.55,91.96,70.49
12.81,6,4.84,3.64,398,7.53,34.39,72.7,94.74
4.86,2,7.1,3.37,4501,6.29,34.87,88.12,60.61
7.91,3,8.56,2.78,4239,9.14,13.36,82.37,74.82
10.03,39,3.27,1.22,4113,8.0,36.94,81.4,33.15
13.42,20,4.24,4.84,2652,7.49,31.48,75.61,81.22
12.96,21,2.69,1.8,4764,8.85,34.28,73.2,40.06
9.38,7,4.21,1.52,4947,4.67,21.55,72.67,39.03
3.01,30,2.68,2.15,1969,4.95,27.96,68.86,61.44
7.24,23,1.5,2.07,2308,4.45,25.53,87.18,26.6
8.58,28,9.84,2.1,297,7.19,35.06,80.47,86.25
11.08,42,8.69,1.68,202,9.75,16.93,75.84,70.7
8.35,39,4.6,2.92,3509,2.06,30.46,89.01,88.0
9.97,25,9.4,4.11,4639,4.03,23.95,68.22,76.0
9.14,33,6.8,4.85,1981,5.88,35.07,84.52,91.43
13.54,34,2.72,1.74,288,6.65,9.43,69.99,57.25
7.34,29,8.46,1.75,2932,7.8,27.97,91.31,37.15
13.61,8,2.96,4.94,4747,6.71,27.92,89.48,51.25
6.74,34,7.09,1.97,116,6.48,19.4,96.75,32.12
14.66,12,4.41,3.52,2877,8.5,11.59,86.52,47.77
3.36,14,7.01,2.82,4445,2.89,33.72,77.59,78.44
12.5,22,9.78,4.94,4971,2.26,31.88,69.23,93.34
5.71,16,2.15,4.25,2946,2.01,28.23,79.42,96.91
9.68,8,3.87,4.51,2256,1.86,33.92,75.95,99.8
6.97,43,2.91,2.98,571,5.36,15.46,76.03,72.27
9.71,28,7.37,4.06,3678,6.62,29.69,87.9,92.95
9.02,22,5.05,3.69,4756,1.53,26.87,86.22,63.27
3.81,14,8.46,4.51,4568,8.32,30.92,86.51,13.33
3.88,49,8.18,4.92,1994,5.07,12.06,78.86,46.47
8.38,32,3.01,2.3,2402,2.96,20.48,83.27,26.25
6.03,49,3.45,3.38,2959,6.58,8.7,70.04,14.12
8.87,21,7.23,1.98,4829,9.27,34.51,81.1,40.93
4.89,37,3.25,1.76,3251,1.08,8.07,85.49,23.1
14.81,14,5.8,3.34,1700,9.75,17.92,71.93,53.77
11.95,1,3.73,2.74,1846,2.4,29.86,76.64,99.12
2.76,19,1.95,2.18,361,9.31,13.36,73.81,32.39
10.35,33,4.67,4.54,1209,1.36,23.45,95.11,71.36
7.07,37,1.69,1.65,3194,9.26,26.2,95.79,55.53
2.99,48,5.12,4.36,4699,9.3,32.76,95.61,12.47
14.58,9,7.77,2.21,4536,3.21,11.08,83.28,35.37
2.3,11,7.9,2.85,3529,9.65,25.53,79.5,26.09
7.43,48,1.38,1.61,908,4.33,9.57,71.57,19.52
2.84,6,9.09,1.53,527,6.0,24.25,75.05,28.12
12.52,45,5.98,2.38,2492,5.09,24.24,81.36,96.91
9.05,31,1.62,4.29,1856,7.87,8.5,78.16,70.37
10.92,49,1.88,2.58,3925,5.34,32.13,81.2,14.55
6.67,21,8.56,4.32,462,7.02,11.12,94.59,94.7
2.67,8,4.77,2.03,2041,8.65,27.12,82.13,52.0
13.85,45,8.73,2.14,2079,8.93,23.19,96.23,97.03
10.29,44,2.4,4.68,2947,7.47,31.54,70.46,58.22
7.45,39,1.59,1.93,3304,1.49,21.68,92.41,41.44
3.72,26,1.71,1.16,4154,4.09,18.6,77.83,88.98
8.01,35,5.21,2.99,907,7.69,28.29,96.56,66.39
7.94,30,7.91,4.44,604,1.0,17.21,77.83,57.6
14.75,37,5.31,1.38,1961,2.27,30.6,72.18,32.93
12.66,16,5.27,1.14,4257,6.55,26.81,74.36,81.69
13.86,9,9.19,1.31,4856,9.42,24.14,71.74,75.92
9.15,17,5.66,4.34,4488,3.36,25.13,68.87,42.49
7.26,10,6.41,4.16,1440,5.67,21.48,84.57,81.06
4.43,3,4.65,4.77,1856,9.87,19.46,81.46,55.88
12.5,22,3.33,1.03,3623,6.95,19.84,85.04,83.89
13.59,4,2.05,1.4,3475,1.54,26.0,89.59,80.46
4.56,6,4.51,3.11,2486,9.9,33.0,74.29,16.22
6.79,43,5.28,4.68,2294,7.24,14.58,71.05,47.41
6.35,40,5.71,4.37,4422,5.78,26.81,88.38,60.24
13.2,3,6.89,2.93,4035,1.81,34.18,70.46,27.03
8.68,49,3.05,1.9,712,2.74,30.67,75.08,10.86
3.78,17,6.68,4.56,3404,8.28,22.85,89.22,10.91
7.66,8,5.25,4.96,2087,2.35,23.42,88.8,78.65
13.81,44,2.08,1.96,1475,7.18,17.94,69.41,23.75
12.05,49,2.61,2.07,4374,7.58,13.97,74.65,96.28
14.51,18,5.69,3.92,1749,4.87,30.62,82.81,38.96
5.0,40,4.75,1.03,2823,4.96,20.82,88.42,80.95
5.85,3,9.86,3.68,4074,2.99,22.48,89.54,56.12
3.03,22,5.99,3.06,429,3.95,26.42,84.2,95.75
7.88,1,6.41,1.25,3163,7.35,36.51,92.53,36.05
2.39,19,9.3,1.57,2117,1.74,35.3,80.18,60.68
13.2,48,5.44,3.12,2422,4.01,25.14,96.91,23.37
2.67,31,7.55,1.36,3372,6.36,35.43,84.35,78.23
12.08,12,2.67,1.92,721,4.56,8.07,72.45,97.34
14.5,12,2.9,4.3,683,7.43,32.26,93.61,57.0
8.48,44,3.52,4.55,3408,8.32,36.0,87.47,42.6
8.84,41,2.21,1.19,400,3.08,11.13,79.4,44.64
9.33,18,6.07,2.84,3116,6.66,33.45,96.08,81.97
12.95,20,9.79,4.53,4814,7.37,20.43,71.22,14.12
6.31,46,3.38,1.19,1386,1.48,33.19,83.83,28.08
5.16,34,7.06,1.37,4483,3.21,8.53,86.81,89.09
10.05,2,9.32,4.33,275,7.49,18.74,79.35,61.25
3.14,27,8.6,2.12,377,5.73,15.56,76.13,89.62
12.75,32,2.43,1.08,1580,4.99,13.49,68.28,27.19
4.07,31,7.5,3.68,3802,1.62,34.2,96.66,91.14
10.47,10,1.46,3.1,1945,2.75,11.94,81.53,25.97
9.14,8,9.85,3.95,332,3.19,10.24,95.36,82.74
2.24,14,6.9,4.82,3669,1.27,11.16,85.52,16.83
6.29,29,1.95,4.95,4980,3.21,21.35,81.03,40.57
3.17,10,3.11,3.32,1988,5.41,26.97,79.51,71.36
11.29,23,4.44,2.83,3338,8.04,35.88,84.74,95.46
10.81,34,7.86,2.46,4762,7.31,29.38,70.23,87.21
14.78,9,6.49,4.51,3452,8.02,36.66,95.39,90.36
13.59,38,7.73,2.97,1717,4.82,19.88,92.77,50.82
4.98,8,2.77,1.03,607,3.9,10.32,82.23,85.0
11.4,19,2.04,4.21,3393,4.63,13.81,89.34,81.64
6.55,47,6.47,4.76,3225,9.02,18.26,87.36,47.37
10.66,7,7.16,3.17,1891,1.03,13.36,72.47,71.57
2.66,20,6.86,2.04,3231,6.22,33.81,92.27,30.05
2.86,25,7.0,4.88,3164,4.49,10.77,70.07,95.31
5.11,13,4.49,4.8,3018,4.42,24.62,77.87,10.13
5.81,30,3.28,1.65,2162,5.61,30.48,96.5,54.32
13.36,28,2.66,2.91,3075,9.94,10.7,89.39,28.53
9.71,17,3.85,1.96,995,1.49,34.08,79.83,69.82
7.7,24,6.34,1.81,1954,4.3,8.91,86.48,62.64
7.78,17,6.18,3.48,2474,3.71,30.13,70.53,20.11
5.59,35,1.69,2.04,551,9.82,24.45,70.46,19.56
3.14,28,4.56,4.94,1507,6.23,35.84,74.21,84.51
7.73,38,4.09,3.16,2138,6.44,29.7,90.18,30.57
8.06,9,5.86,2.92,3825,6.55,21.45,73.22,12.06
10.77,49,6.15,4.84,2141,3.66,18.75,74.14,20.53
11.42,18,1.73,4.39,1728,4.85,21.92,71.23,15.41
4.11,5,8.12,1.53,910,6.92,17.48,83.96,76.99
5.08,48,7.17,4.52,4790,7.42,32.29,95.15,61.5
12.42,11,5.38,2.02,2206,8.52,21.06,84.89,42.76
14.93,40,3.3,4.85,4503,9.07,13.9,86.13,33.35
11.7,12,8.11,3.97,150,7.23,10.23,79.56,37.07
11.29,25,2.45,3.54,3607,9.01,32.23,80.69,63.52
5.01,41,1.3,1.13,2643,2.24,19.15,87.02,88.84
3.85,29,6.86,1.12,4458,3.48,17.03,91.31,93.45
14.14,11,9.78,2.29,3090,6.02,27.19,88.07,68.56
7.98,10,4.21,4.92,3232,2.58,24.43,93.02,88.59
14.31,24,9.66,4.4,4360,4.34,21.99,78.18,98.26
3.64,42,3.62,3.25,3275,8.7,8.58,91.33,29.09
12.76,22,1.01,3.54,554,8.41,21.93,94.53,19.73
9.61,28,3.41,1.41,3957,5.51,21.86,80.23,71.36
7.77,46,7.03,3.87,3362,4.63,14.56,90.51,55.6
13.58,27,8.2,2.8,3626,8.88,20.25,92.3,15.24
11.81,6,7.07,4.08,389,8.22,27.51,80.3,90.92
7.12,32,2.62,2.28,4871,6.9,30.92,74.49,19.3
13.67,25,3.51,3.02,2693,5.33,25.85,75.1,66.31
3.12,20,3.2,2.82,4207,1.98,12.61,81.26,67.88
3.24,26,8.1,3.89,1736,8.09,12.63,76.98,18.8
14.51,47,3.89,3.06,4189,1.46,10.14,68.81,26.4
4.69,49,8.34,4.47,3856,8.33,17.48,74.06,17.24
13.85,8,5.33,3.22,2067,4.56,16.47,76.88,28.71
12.98,39,7.34,2.5,4747,2.14,12.91,83.22,95.58
12.03,20,7.5,1.19,3970,2.72,11.71,90.72,44.92
8.96,31,4.88,1.67,894,1.89,10.32,93.87,97.69
14.23,48,3.66,2.48,2428,5.3,30.15,74.2,88.32
8.18,43,2.57,4.15,846,8.78,34.37,68.03,93.16
3.34,20,9.72,1.05,2555,4.13,19.53,78.07,34.82
4.51,34,8.93,3.91,4249,2.85,13.08,72.31,29.97
2.76,42,1.27,1.01,698,4.22,36.93,76.24,64.55
4.1,38,1.67,3.32,912,5.68,26.3,73.27,82.11
2.98,40,6.7,4.85,1946,3.8,35.76,93.86,90.98
13.11,39,6.82,2.37,2884,1.85,26.21,72.83,51.75
4.19,22,3.37,1.4,2950,2.45,8.6,80.5,46.82
7.69,36,3.69,3.96,3318,6.72,36.77,88.62,86.07
4.81,49,1.26,1.23,1281,5.18,11.86,71.37,77.5
9.03,21,9.68,4.74,2673,8.9,32.79,95.14,21.16
10.25,22,8.13,3.9,3060,2.43,15.58,90.25,65.08
7.2,10,2.79,2.89,4786,4.31,27.25,88.78,26.21
9.99,39,2.58,3.55,530,9.07,28.89,94.88,21.27
13.87,5,5.05,3.11,2021,1.01,30.8,72.16,35.81
3.8,40,5.65,1.67,2697,4.09,20.92,84.11,82.57
9.84,7,1.73,3.27,2031,5.06,11.19,69.34,46.66
9.06,43,4.93,3.7,3195,6.93,8.3,70.06,56.87
12.77,44,6.56,3.19,2688,2.86,22.0,91.45,48.71
7.55,29,1.31,1.84,4186,9.1,32.42,79.17,59.61
8.33,35,7.38,3.83,3488,8.0,23.79,85.19,83.72
8.98,45,5.26,1.74,674,3.94,11.06,69.03,81.68
7.4,2,1.44,1.87,2260,7.05,31.65,88.45,11.15
5.34,43,5.83,3.95,445,6.19,21.21,93.2,24.12
6.1,20,3.51,2.12,772,6.88,24.72,84.24,70.05
7.9,2,4.72,3.22,4656,2.76,33.06,71.42,70.15
6.94,21,8.61,1.6,4849,8.92,12.91,77.68,97.64
13.07,33,7.21,4.18,3866,6.98,18.72,77.51,63.23
14.66,25,4.98,2.16,3559,2.79,33.99,83.23,56.57
13.11,35,6.17,1.56,475,2.34,34.1,80.56,10.4
11.12,48,2.3,3.2,1008,1.58,16.49,94.58,62.16
14.57,34,5.25,2.77,4372,1.63,9.43,90.86,35.95
14.79,37,6.49,2.16,1904,8.03,26.47,95.73,92.28
6.61,42,4.13,1.68,1477,1.32,26.53,94.8,49.98
2.38,33,4.92,4.08,4393,2.14,26.99,72.91,27.94
5.88,15,3.29,4.55,2829,8.98,12.95,76.69,74.06
6.56,19,9.12,4.34,3723,9.35,25.52,80.27,54.35
7.88,30,8.48,4.56,254,6.19,22.14,79.25,32.01
2.19,35,2.39,2.42,2771,9.19,13.23,91.43,30.39
11.82,43,1.88,3.4,625,4.13,15.06,93.67,77.7
14.57,20,2.84,2.62,2861,7.26,31.44,82.47,66.88
3.57,9,5.89,2.62,4181,4.29,14.05,74.83,63.76
9.59,29,9.49,3.24,772,2.73,15.81,81.17,98.8
5.93,25,8.18,2.78,424,3.32,34.8,72.45,11.88
13.39,39,2.08,3.88,2383,6.21,19.38,69.88,78.24
11.65,3,5.81,1.39,3898,3.43,27.66,83.75,17.56
3.67,1,5.87,2.85,1296,3.33,34.8,69.15,61.63
3.7,4,8.46,2.06,1063,1.79,32.27,86.76,21.3
